Name of Survey,Title,Doses,Subject,Text,Input type,Input type 2,Minimum,Maximum,Media,Items,ImageFramed,Timeout,ShowButtons,Answer,Notes or questions,Variable name,Conditions,Input Name (if you want to save it),CanBeFavorited
NeuroQOLSF-Depression,Sadness Scale,1,HD_Control_Dose,"In the past 7 days, I felt depressed",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Control_Dose,"In the past 7 days, I felt hopeless",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Control_Dose,"In the past 7 days, I felt that nothing could cheer me up",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Control_Dose,"In the past 7 days, I felt that my life was empty",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Control_Dose,"In the past 7 days, I felt worthless",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Control_Dose,"In the past 7 days, I felt unhappy",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Control_Dose,"In the past 7 days, I felt I had no reason for living",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Control_Dose,"In the past 7 days, I felt that nothing was interesting",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
Total functional capacity,Functioning Scale,1,HD_Control_Dose,Please complete each item below. Think about your current level of functioning compared to before your HD diagnosis.,,,,,,,,,,,,,,,
Total functional capacity,Occupation,1,HD_Control_Dose,How would you rate your ability to work or perform the occupation you had before your HD diagnosis?,Buttons,,,,,"0::Unable; 1::No longer able to perform usual job, but able to volunteer or assist in less demanding work; 2::Reduced performance, but still able to work in usual job; 3::Normal",,,,,,,,,
Total functional capacity,Finances,1,HD_Control_Dose,How would you rate your ability to manage finances?,Buttons,,,,,0::Unable; 1::Need major assistance; 2::Need slight assistance; 3::Normal,,,,,,,,,
Total functional capacity,Domestic Chores,1,HD_Control_Dose,How would you rate your ability to perform chores around the house?,Buttons,,,,,0::Unable; 1::Impaired; 2::Normal,,,,,,,,,
Total functional capacity,Activities of Daily Living,1,HD_Control_Dose,"How would you rate your ability to perform basic daily activities such as bathing, grooming, and dressing?",Buttons,,,,,"0::Need total assistance; 1::Unable to perform fine motor tasks (e.g., buttons, cutting food); 2::A little bit impaired; 3::Normal",,,,,,,,,
Total functional capacity,Care Level,1,HD_Control_Dose,Which of the following best describes your current living situation:,Buttons,,,,,0::Living full-time in a nursing home or skilled nursing facility; 1::Living at home with support from professional caregiver(s); 2::Living at home,,,,,,,,,
MDIB_samplequestion,Interpretation Scale Sample Question,All,HD_Biweekly_Control,"Instructions: Here are some descriptions of situations in which it is not quite clear what is happening. After each one,
you will see 3 possible explanations for the situation.
Please imagine yourself in each situation, then rate the extent to which you think each explanation would be likely to
be true if you found yourself in that situation.
Please provide a response for each of the 3 explanations under each question.",,,,,,,,,,,,,,,
MDIB_samplequestion,Interpretation Scale Sample Question,All,HD_Biweekly_Control,"You hear a knock on the front door. When you open the door, no one is there. Why? \n\nThe person who knocked forgot something in their car, and they will be right back.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB_samplequestion,Interpretation Scale Sample Question,All,HD_Biweekly_Control,"You hear a knock on the front door. When you open the door, no one is there. Why? \n\nSomeone is playing a joke on you and ran away after knocking.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB_samplequestion,Interpretation Scale Sample Question,All,HD_Biweekly_Control,"You hear a knock on the front door. When you open the door, no one is there. Why? \n\nThe knock was from a delivery person who left after dropping off a package.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"Instructions: Here are some descriptions of situations in which it is not quite clear what is happening. After each one,
you will see 3 possible explanations for the situation.
Please imagine yourself in each situation, then rate the extent to which you think each explanation would be likely to
be true if you found yourself in that situation.
Please provide a response for each of the 3 explanations under each question.",,,,,,,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"At the grocery store, you see a recent acquaintance but are unable to remember her name. Why? \n\nYou could not hear her name clearly the first time she said it.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"At the grocery store, you see a recent acquaintance but are unable to remember her name. Why? \n\nYou are getting dementia from your disease.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"At the grocery store, you see a recent acquaintance but are unable to remember her name. Why?\n\nIt is normal to forget the name of someone you have only met once.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"While eating with your family at a local restaurant, your server rarely stops by your table to check on you. Why? \n\nThey are scared by your movements and avoiding you.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"While eating with your family at a local restaurant, your server rarely stops by your table to check on you. Why? \n\nThe restaurant is under-staffed and the server is busy.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"While eating with your family at a local restaurant, your server rarely stops by your table to check on you. Why? \n\nThe server is new and probably needs additional training.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"You are playing a game for the first time with friends and new acquaintances. On your turn, you ask for a reminder of the rules, and the others become quiet. What are they thinking? \n\nThey are thinking that they also had a tough time learning this game at first.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"You are playing a game for the first time with friends and new acquaintances. On your turn, you ask for a reminder of the rules, and the others become quiet. What are they thinking? \n\nThey are thinking of how best to explain the rules.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"You are playing a game for the first time with friends and new acquaintances. On your turn, you ask for a reminder of the rules, and the others become quiet. What are they thinking? \n\nThey are thinking your disease makes you slow and wishing you had not been invited to play.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"While cleaning up with a family member after dinner, you drop a glass and it shatters. Why? \n\nYour family member made a joke that distracted you while you were reaching for the glass.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"While cleaning up with a family member after dinner, you drop a glass and it shatters. Why?\n\nThe glass was slippery after being washed.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"While cleaning up with a family member after dinner, you drop a glass and it shatters. Why? \n\nYour disease is progressing faster than normal, and you should no longer help with chores.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,You are talking to a neighbor and have difficulty saying a word. What is your neighbor thinking? \n\nThey are thinking that something must be wrong with you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,You are talking to a neighbor and have difficulty saying a word. What is your neighbor thinking? \n\nThey are thinking about the next thing they want to tell you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,You are talking to a neighbor and have difficulty saying a word. What is your neighbor thinking? \n\nThey are trying to figure out which word you are trying to say so that they can help you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,You receive an email from your bank that you forgot to pay a bill. What does this mean? \n\nYou should set up bill pay reminders - lots of people need reminders like this.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,You receive an email from your bank that you forgot to pay a bill. What does this mean? \n\nYou are no long fit to manage your own finances.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,You receive an email from your bank that you forgot to pay a bill. What does this mean? \n\nYou will have to pay a fee for late payment.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,Your doctor recommends a new type of exercise class to help your symptoms. You are hesitant. Why? \n\nYou will probably be bad at it and embarass yourself.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,Your doctor recommends a new type of exercise class to help your symptoms. You are hesitant. Why? \n\nYou are worried that it will be too expensive.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"Your doctor recommends a new type of exercise class to help your symptoms. You are hesitant. Why? \n\nThe class is far away, and you are not sure you can make it on a regular basis.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,You receive an unexpected message from your doctor that they want to talk to you about starting a new medication. Why? \n\nA new medication that might help you was just approved by the FDA.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"You receive an unexpected message from your doctor that they want to talk to you about starting a new medication. Why? \n\nYour symptoms are uncontrollable, and they do not know what else to try.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,You receive an unexpected message from your doctor that they want to talk to you about starting a new medication. Why? \n\nThe new medication may have fewer side effects than your current medication.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"You ask your family member to go for a walk with you, but they do not want to go. Why? \n\nThey are tired.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"You ask your family member to go for a walk with you, but they do not want to go. Why? \n\nThey have a prior commitment.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"You ask your family member to go for a walk with you, but they do not want to go. Why? \n\nThey are embarrased to be seen with you because of the way you walk.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"Your younger family member is applying for a job. You offer to help with the application, and they decline. Why? \n\nThey think your disease makes your opinion less relevant.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"Your younger family member is applying for a job. You offer to help with the application, and they decline. Why? \n\nThey do not really want this job.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"Your younger family member is applying for a job. You offer to help with the application, and they decline. Why? \n\nSeveral other people have already helped them, and they are ready to submit the application.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,A person in the grocery store stares at you blankly as you stumble and knock over a display. What are they thinking? \n\nThey are thinking that you must have mis-stepped which can happen to anyone.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,A person in the grocery store stares at you blankly as you stumble and knock over a display. What are they thinking? \n\nThey are thinking about their grocery list and did not notice.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,A person in the grocery store stares at you blankly as you stumble and knock over a display. What are they thinking? \n\nThey are thinking that something is wrong with you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"While eating breakfast, you cough while trying to swallow. Why? \n\nYou took a bite that was too large.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"While eating breakfast, you cough while trying to swallow. Why? \n\nYou have lost your ability to swallow and will soon have to get a feeding tube.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly_Control,"While eating breakfast, you cough while trying to swallow. Why? \n\nBecause of your disease, it has become more difficult for your body to cooridnate swallowing.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"Instructions: In this section, 14 situations are presented in which it is not quite clear what is happening. Please rate
the extent to which you think each of the three explanations for a situation would be likely to be true if you found
yourself in that situation. Do not worry if your ratings appear to be different from your previous answers, and please
do not change any of your original answers.",,,,,,,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"You have visitors over for dinner, and they leave sooner than expected. Why? \n\nThey did not wish to outstay their welcome.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"You have visitors over for dinner, and they leave sooner than expected. Why? \n\nThey have another pressing engagement to go to.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"You have visitors over for dinner, and they leave sooner than expected. Why? \n\nThey did not enjoy the visit and were bored with your company.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You feel short of breath. Why? \n\nYou are developing the flu.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You feel short of breath. Why? \n\nYou are about to suffocate or stop breathing.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"You feel short of breath. Why? \n\nYou are physically ""out of shape.""",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,Your vision has become slightly blurred. Why? \n\nYou have strained your eyes slightly.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,Your vision has become slightly blurred. Why? \n\nYou need to get glasses or change your existing glasses.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,Your vision has become slightly blurred. Why? \n\nThis is the sign of a serious illness.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"You go into a shop, and the assistant ignores you. Why? \n\nThey are bored with their job and this makes them rude.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"You go into a shop, and the assistant ignores you. Why? \n\nThey are concentrating very hard on something else.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"You go into a shop, and the assistant ignores you. Why? \n\nThey find you irritating and resent your presence.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You feel light-headed and weak. Why? \n\nYou are about to faint.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You feel light-headed and weak. Why? \n\nYou need to get something to eat.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You feel light-headed and weak. Why? \n\nYou didn't get enough sleep last night.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You smell smoke. What's burning? \n\nYour house is on fire.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You feel light-headed and weak. Why?\n\nSome food is burning.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You feel light-headed and weak. Why? \n\nSomeone is smoking a cigarette.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,A friend suggests that you change the way you're doing a job in your house. Why? \n\nThey are trying to be helpful.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,A friend suggests that you change the way you're doing a job in your house. Why? \n\nThey think you're incompetent.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,A friend suggests that you change the way you're doing a job in your house. Why? \n\nThey have done the job more often and know an easier way.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,Your chest feels uncomfortable and tight. Why? \n\nYou have indigestion.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,Your chest feels uncomfortable and tight. Why? \n\nYou have a sore muscle.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,Your chest feels uncomfortable and tight. Why? \n\nSomething is wrong with your heart.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"You wake up with a jolt in the middle of the night, thinking you heard a noise, but all is quiet. Why woke you up? \n\nYou were woken by a dream.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"You wake up with a jolt in the middle of the night, thinking you heard a noise, but all is quiet. Why woke you up? \n\nA burgler broke into your house.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"You wake up with a jolt in the middle of the night, thinking you heard a noise, but all is quiet. Why woke you up? \n\nA door or window rattled in the wind.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You are introduced to someone at a party. The person fails to reply to a question you ask. Why? \n\nThey did not hear the question.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You are introduced to someone at a party. The person fails to reply to a question you ask. Why? \n\nThey think you are uninteresting and boring.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You are introduced to someone at a party. The person fails to reply to a question you ask. Why? \n\nThey were preoccupied with something else at the time.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You notice that your heart is beating quickly and pounding. Why? \n\nBecause you have been physically active.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You notice that your heart is beating quickly and pounding. Why? \n\nBecause there is something wrong with your heart.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,You notice that your heart is beating quickly and pounding. Why? \n\nBecause you are feeling really excited.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"Suddenly, you feel confused and find it hard to think straight. Why? \n\nYou are going out of your mind.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"Suddenly, you feel confused and find it hard to think straight. Why? \n\nYou are coming down with a cold.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"Suddenly, you feel confused and find it hard to think straight. Why? \n\nYou've been working too hard and need a rest.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly_Control,"A letter marked ""URGENT"" arrives. What is in the letter? \n\nIt is junk mail designed to attract your attention.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
