Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title,Spanish scenario body,Spanish scenario body #2,Spanish comprehension question,Spanish correct response,Spanish incorrect response,Old Spanish photo link,New Spanish photo link,Letters Missing
Salud Física,,,Picadura de araña,"Mientras estás caminando, te pica una araña. Tu amigo te asegura que la araña no era venenosa y que estarás bien. Te preocupa que podría haber sido una araña mortal, pero continúas con la caminata de todos modos, y tus preocupaciones durante el resto de la caminata son manejables.",N/A,¿Puedes manejar tus preocupaciones mientras terminas tu caminata?,Si,,https://drive.google.com/file/d/1toIitkmj6xnqEM3CAiCHxzQrhXRD_p_Q/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/spider.jpg,all
Salud Física,,,Pánico de presentación,"Estás dando una presentación que has estado realmente nervioso por dar. Mientras hablas, sientes un nudo en la garganta y comienzas a toser. Estos sentimientos probablemente significan que estás entrando en pánico.","Decides tomar un respiro lento y profundo. Al empezar a hablar de nuevo, te das cuenta de que lo que sentiste era normal.",¿Es normal toser durante una presentación?,Si,,https://drive.google.com/file/d/10fLWhto09ulpTOoQ_oICa06UK6vWzttW/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/presentation_2.jpg,all
Salud Física,,,Corriendo fuerte,Terminas de correr una larga distancia. Te das cuenta de que tu corazón late muy rápido y sientes presión en el pecho. Piensas que estás a punto de entrar en pánico.,Quieres ir a algún lugar privado para estar lejos de los demás. Decides quedarte donde estás y respirar lentamente.,¿Es necesario salir de un área pública debido a tu corazón acelerado?,No,,https://drive.google.com/file/d/1b6SHlzW0ox4gYWPHJ4V0XNGxwHqJO5rg/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gymclass.jpg,all
Salud Física,,,Recuperando el aliento,Es una mañana fresca y estás subiendo unas escaleras para llegar a tu trabajo. Empiezas a sentirte realmente sin aliento cuando llegas al último escalón. Tomas un segundo para respirar y sentirte tranquilo.,N/A,¿Sentirte sin aliento te da miedo?,No,,https://drive.google.com/file/d/1xz59u0B6S3xO0AcB31N0mgdTPMRySk9a/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/exterior-stair.jpg,all
Salud Física,,,Primera vez pantinaje sobre hielo,"Tu amigo disfruta patinando sobre hielo y te convence de probarlo. En la pista te pones los patines y empiezas a patinar. Te deslizas hacia adelante lentamente al principio, luego más rápido, y piensas que tus posibilidades de lesionarte son mínimas. ",N/A,"A medida que continúes patinando sobre hielo, probablemente...",Patines con éxito alrededor de la pista varias veces.,Te caigas y te lastimes.,https://drive.google.com/file/d/1DDUPUz1PJYIlmUsQ4fi7k8l6xKAqzb0q/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/skating.jpg,all
Salud Física,,,Serpientes venenosas,Tu amigo te convence a dar un paseo por un parque local. Has oído que hay serpientes venenosas en ese parque y comienzas a sentirte preocupados. Piensas que las posibilidades de que veas ese tipo de serpiente son pequeñas.,N/A,¿Es probable que te muerda una serpiente venenosa?,No,,https://drive.google.com/file/d/1U2_8uATTliNhBZDx61INANKTKxk7cpTi/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/park2.jpg,all
Salud Física,,,Evaluación de salud,"En tu cita médica anual, tu doctor decide hacerte unas pruebas para evaluar tu salud en funcion del historial médico de tu familia. Tus resultados estarán listos en una semana. Mientras esperas los resultados, crees que probablemente estás sano.",N/A,¿Probablemente estás enfermo?,No,,https://drive.google.com/file/d/1skss2BI_-uGWDYIrkmbfefHHXDWYy7yn/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/doctor.png,all
Salud Física,Relaciones Románticas,,Un pastel de cumpleaños,"Tu amigo te compra un pastel para tu cumpleaños. Cuando lo traen por la noche, notan que recientemente han pasado de estar enfermos. Sosteniendo el paste, piensas que tus posibilidades de enfermarse son bastante altas. ",N/A,"Si te comes el pastel, probablemente...",Te enfermarás.,No te enfermarás.,https://drive.google.com/file/d/1HQHBTRpNUNY2kQ0B3sOzw3AIKiQ5XsJl/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/cake.jpg,all
Salud Física,,,Sintiéndote mareado,Estás en una fiesta y comienzas a bailar con tus amigos. Empiezas a sentirte mareado cuando el ritmo se acelera. Piensas que esta sensación es una señal de emoción.,N/A,¿Te preocupa sentirte mareado?,No,,https://drive.google.com/file/d/11iBGMQfdQzKS4Wie-FoCiOstUhF1691I/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/dancing.jpg,all
Salud Física,,,Subiendo escaleras,El ascensor en tu edificio está roto de nuevo y tienes que subir por unas cuantas plantas de escaleras para llegar a donde necesitas ir. Sientes que tu pecho se aprieta y te quedas sin aliento al llegar a la última escalera. Te sientes vigorizado.,N/A,¿Te sientes ansioso/a en la cima de las escaleras?,No,,https://drive.google.com/file/d/1HzEJ1c_3jX-C44g32T1z0Bt1R84I3mJW/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/brokenelevator.jpg,all
Salud Física,,,Corriendo una milla,Estás corriendo una milla y quieres pasar un buen rato. Notas que tu corazón acelera más rápido de lo habitual después de detenerse. Crees que esto es normal.,,¿Es malo que tu corazón se acelere después de correr?,No,,https://drive.google.com/file/d/1Ba88gEkP7CKNLp4OYy0jKaTec5G1fIIh/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/track.jpg,all
Salud Física,Situaciones Sociales,,Tomándo el autobús,"Es lunes por la mañana y acabas de correr por la calle para coger el autobús. Sientes que tu corazón se acelera cuando te subes al bús y te sientas. Al empezar a sudar y respirar rápidamente, temes sufrir un ataque de pánico.","Sientes una necesidad de bajarte del bús y regresar a casa, pero te sientas en el asiento más cercano. En lugar de salir, decides observar estas sensaciones y quedarte sentado.",¿Es necesario bajarte del bus porque sientes que tu corazón este latiendo rápidamente?,No,Si,https://drive.google.com/file/d/1saWw5hAmt88t6pBS8EupcpjG-BuCir45/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/insidebus.jpg,all
Salud Física,Vida Familiar y Doméstica,,Caminando para despejar la mente,Hace frío afuera y sales a caminar para calmar tu mente. Tus manos empiezan a temblar y tu corazón late rápidamente mientras subes una cuesta. Tienes miedo.,Recuerdas que es la primera vez en unas semanas que caminas una distancia larga. Probablemente sientes que el latido de tu corazón se acelera debido a la cuesta.,¿Tu latido de corazón rápido significa que algo malo está pasando?,No,Si,https://drive.google.com/file/d/1oiPUPbb3k3wmoRn3s5fSAPMdPX11UgYp/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/hill-bottom.jpg,all
Salud Física,,,Clase de baile,"Estás tomando una clase de baile y, durante un descanso, sientes que tus piernas se vuelven inestables. Te enfocas en estas sensaciones mientras tomas un trago de agua. Piensas que las piernas inestables probablemente signifiquen que te estás esforzando.",N/A,¿Tus piernas inestables son una señal de que no te estás mal?,No,,https://drive.google.com/file/d/1xY_MqEc3uOEL5xvE9lYTGJ6OJPlAArWS/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/danceclass.jpg,all
Salud Física,,,Sudando a través de tu camisa,"Usas una camisa para ir a la escuela que te queda ajustada alrededor de las axilas. A mitad del día notas que tienes marcas de sudor. Después de pensarlo, te das cuenta de que sudar a lo largo del día es normal.",,¿La sudoración es una función corporal normal?,Si,,https://drive.google.com/file/d/1Wch_kcxO-_MSrBd4tyGQsC_dXyOttIIF/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/sweatyarmpit.jpg,all
Salud Física,,,Garganta seca,Estás hablando con un amigo sobre tu día y de repente sientes que tu garganta se seca. Toses un poco y buscas un vaso de agua. El agua ayuda un poco y te das cuenta de que la sequedad en la garganta probablemente no fue nada.,N/A,¿Tu garganta seca significa que estás enfermo?,No,,https://drive.google.com/file/d/1EYKumlSsrqKHNA6TbZfnrscg0F5KgSYg/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/glassofwater.jpg,all
Salud Física,,,Carrera en un día frío,Hace frío afuera y estás corriendo. Tu corazón empieza a latir rápidamente después de unos minutos. Decides que este sentimiento te da miedo.,N/A,¿Te dan miedo los latidos rápidos de tu corazón?,Si,No,https://drive.google.com/file/d/1FS-osT_v7dH6pF1URFaIMXwErnTMFWu-/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/running.jpg,all
Salud Física,,,Estar cerca de alguien enfermo,Vas al hospital a visitar a un amigo. Alguien detrás de ti tose un par de veces mientras estás en la sala de espera. La probabilidad de que te enfermes es baja.,N/A,¿Es probable que te enfermes?,No,,https://drive.google.com/file/d/14p-MA9AmO3Kf44iLqLgrc1KHWBpaRA8G/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/visiting.png,all
Salud Física,,,El dolor de muelas,"Tu diente ha estado sufriendo recientemente, por lo que decides hacer una cita con el dentista. Piensas en el dolor en tu diente y de lo que podría ser. Mientras esperas tu cita, te sentirás tranquilo. ",N/A,¿Puedes soportar ir al dentista?,Sí,,https://drive.google.com/file/d/1tx8o8w91aqw3k6CaxI1f-gxpAoV22yp6/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/dentist_1.jpg,all
Salud Física,,,Recuperando el aliento,Es una mañana fresca y estás subiendo unas escaleras para llegar a tu trabajo. Empiezas a sentirte realmente sin aliento cuando llegas al último escalón. Tomas un segundo para respirar y sentirte tranquilo.,N/A,¿Sentirte sin aliento te da miedo?,No,,https://drive.google.com/file/d/1xz59u0B6S3xO0AcB31N0mgdTPMRySk9a/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/exterior-stair.jpg,all
Salud Física,,,Write Your Own,,,,,,,,write your own
Salud Física,,,Write Your Own,,,,,,,,write your own
Salud Física,,,Write Your Own,,,,,,,,write your own
Salud Física,,,Dando vueltas,Decides girar rápidamente en una silla de oficina. Sientes mariposas en el estómago y te mareas cuando la silla se desacelera. Estas sensaciones probablemente significan que estás bien.,N/A,¿Te preocupa sentirte mareado?,No,,https://drive.google.com/file/d/1fYamTMa1ZB3CzDOyWxCfhKI3L2j1vR7J/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/chair.jpg,1
Salud Física,Situaciones Sociales,Relaciones Románticas,Larga caminata afuera,Hace frío afuera y sales a caminar para calmar tu mente. Tus manos empiezan a temblar y tu corazón late rápidamente mientras subes una cuesta. Tienes miedo.,Recuerdas que es la primera vez en unas semanas que caminas una distancia larga. Probablemente sientes que el latido de tu corazón se acelera debido a la cuesta.,¿Tu latido de corazón rápido significa que algo malo está pasando?,No,Si,https://drive.google.com/file/d/1lcMOCr0PYGVo5UIUZXEXzXL0JU5_MIgg/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/coldhill.jpg,1
Salud Física,Vida Familiar y Doméstica,,Subiendo una montaña,"Estás en una caminata con un grupo de amigos y todos quieren subir una montaña bastante alta. Mientras escalas la montaña, miras hacia abajo y sientes cómo se te cae el estómago. Piensas que esta caminata será aterradora.","Llegas a la cima de las montañas y tus amigos están tomando fotos. Aunque estás ansioso, miras alrededor y sonríes.",¿Pudiste superar tu ansiedad y disfrutar de la caminata?,Si,,https://drive.google.com/file/d/1gYGD8SnyvMsNgSmeWgF1xZiAFm5Pllca/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/heights.jpg,1
Salud Física,Situaciones Sociales,,Manejando el estrés,"Tienes que hacer una presentación para tus compañeros de trabajo hoy. Cuando te pones de pie frente a tus compañeros, sientes que te arden las mejillas y te tiemblan las manos. Crees que estas sensaciones serán manejables.",N/A,¿Puedes manejar tus síntomas de ansiedad mientras haces tu presentación?,Si,,https://drive.google.com/file/d/1JLUIkzxiJ2P-eVOgnLmb1zyker17wj7l/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/language.jpg,1
Salud Física,,,Boca seca,Has sentido sequedad en la boca durante unos días. Esto es algo que no has sentido antes. La probabilidad de que la sequedad de boca signifique un problema de salud grave es baja.,N/A,¿Tu boca seca indica que estás enfermo?,No,,https://drive.google.com/file/d/1eG4x0HMf4jIlTARyW3hf9EE8Q_PSqHPE/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/throat_1.jpg,1
Salud Física,,,Un golpe accidental,"Una noche, estás subiendo las escaleras y accidentalmente golpeas tu cabeza contra un techo bajo. A la mañana siguiente, el dolor de cabeza todavía está presente ligeramente, y te preguntas qué has hecho. Ya a la hora del almuerzo, el dolor ha disminuido.",N/A,Piensas que el dolor de cabeza es señal que...,"
Estás seriamente lesionado.",Estás mejorando.,https://drive.google.com/file/d/146ppWjMD-jv8MsLWh8oFtUXFi-waMntP/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/ceiling.jpg,1
Salud Física,,,Poniéndose al día con los amigos,Ves a tus amigos al otro lado de la calle y corres hacia ellos. Te sientes un poco desorientado y mareado al llegar a ellos. Consideras lo que esto significa y te das cuenta de que probablemente signifique que corriste rápido.,,¿Tienes miedo al sentirte un poco desorientado después de tu breve trote?,No,,https://drive.google.com/file/d/1pczJLTVnLyHDjo-fmzd5s_A2lnG8fHM7/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/neighbor_1.jpg,1
Salud Física,Salud Mental,,Boca seca,Has sentido sequedad en la boca durante unos días. Esto es algo que no has sentido antes. La probabilidad de que la sequedad de boca signifique un problema de salud grave es baja.,N/A,¿Tu boca seca indica que estás enfermo?,No,,https://drive.google.com/file/d/1eG4x0HMf4jIlTARyW3hf9EE8Q_PSqHPE/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/throat_1.jpg,1
Salud Física,,,Sensaciones desconocidas,Estás caminando con unos amigos después del almuerzo y de repente sientes un hormigueo en las yemas de los dedos. Esto es algo que realmente no has experimentado antes. Esto probablemente significa que estás bien.,,¿El hormigueo en los dedos significa que estás enfermo?,No,,https://drive.google.com/file/d/1TaGhr-WWip-eRu9sYUy8KrsB9UlfG_Im/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/tinglinghand.jpg,1
Salud Física,,,Yendo a dormir,Estás acostado en tu cama y a punto de dormir. Comienzas a sentir una pesadez en el pecho mientras intentas dormir. Piensas en esta presión y te sientes cansado.,N/A,¿Te preocupa la pesadez en el pecho al quedarte dormido?,No,,https://drive.google.com/file/d/1izJIViWYKVGzESq3qfuHbCfkmMbXkVuc/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/cieling.jpg,1
Salud Física,Situaciones Sociales,,Viendo a un viejo amigo,Ves a un viejo amigo con el que no has hablado en años. Tu corazón da un vuelco. Te sientes emocionado.,,¿Está bien que sientas que tu corazón da un vuelco?,Si,,https://drive.google.com/file/d/1y8Ol0_urR_KdDlcWEw9hZ979KBQ_ozHp/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/oldfriend.jpg,1
Salud Física,Situaciones Sociales,,Problemas de visión,"Cuando te despiertas en la mañana, te sientas rápidamente. Tu visión se vuelve borrosa y luego todo se pone negro por un momento. Tu visión regresa despues de ese momento, y te convences que te estás quedando siego. ","Respiras y te das cuenta de que tu visión completamente. Luego, recuerdas que a veces esto pasa cuando te sientas demasiado rápido. ",¿Tu visión borrosa temporariamente significa que te estás quedando siego?,No,,https://drive.google.com/file/d/1zilnZ-Hg2NZiL6TR6YmDYtIdKcj2JFhH/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettingupquickly.jpg,1
Salud Física,Situaciones Sociales,,Tomando transporte,"Estás en el aeropuerto corriendo para alcanzar un avión. Sientes que tu corazón late rápidamente mientras te subes al avión y te sientas. Comienzas a sudar y a respirar rápido, temiendo que puedas tener un ataque de pánico.","Sientes un impulso fuerte de bajarte del avión y volver a casa, pero te sientas en el asiento más cercano. En lugar de salir, decides observar estas sensaciones y quedarte sentado.",¿Es necesario bajarse del avión porque sientes que tu corazón late rápidamente?,No,,https://drive.google.com/file/d/1-ZaRhY6rkkEMRjIZb6GczmTpynme4Zhc/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/airport.jpg,1
Salud Física,Situaciones Sociales,,Conociendo alguien nuevo,Estás en una fiesta de cumpleaños para un amigo. Comienzas a sentir un nudo en el estómago mientras hablas con un desconocido. Esto probablemente significa que estás emocionado.,N/A,¿Te preocupa hablar con una persona nueva?,No,,https://drive.google.com/file/d/1m8Y-P-lBw6IkILN6LVQ2sO9xx9D8qSBD/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/birthday.jpg,1
Salud Física,,,Dolor de estómago,Has estado nervioso por una próxima evaluación en el trabajo. El día de la evaluación notas que te duele el estómago. Piensas que el dolor de estómago probablemente se deber a la ansiedad.,N/A,¿El dolor de estómago se debe a la ansiedad?,Si,No,https://drive.google.com/file/d/1rbCs8iZS6b3LtSyDCOMcEXH8GAlOt4qZ/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/evaluation_1.jpg,1
Salud Física,Situaciones Sociales,,Exposición reciente,"Estuviste expuesto recientemente a alguien que dio positivo, pero hiciste la prueba y no has experimentado ningún síntoma. Tus amigos te invitan a cenar con ellos y te preguntas si deberías ir. Das negativo y sales con tus amigos.",,¿Prueba negativo?,Si,,https://drive.google.com/file/d/1skPUUmw_frFjR4sIPO4dIxk0mnDUH5UN/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/covidtest_1.jpg,1
Salud Física,,,Distanciamiento social adentro,"Eres inmunocomprometido y has estado tomando precauciones para protegerte de enfermedades. Cuando llegas a una reunión un día, notas a un colega que está tosiendo sin cubrirse la boca. Le pides que se cubra la boca.",N/A,¿Estás tomando precauciones contra las enfermedades?,Si,,https://drive.google.com/file/d/1ZaHC8JkZK3uAQbvp8hBPnP6YtIA2v7Kk/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/socialdistancing.jpg,1
Salud Física,,,Tomar precauciones,"Tus hijos están de vuelta en persona en la escuela. Te preocupa que un compañero de clase pueda darles COVID, y que sus hijos puedan enfermarse realmente. Tú decides que te asegurarás de que se queden enmascarados y aprenderás a lavarse siempre las manos para mantenerlas seguras. ",,¿Crees que tus hijos se contagiarán de COVID?,No,,https://drive.google.com/file/d/12Ul_sg1zLz6b3_PvH5k7LI2mG4PlWWmE/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/school.jpg,1
Salud Física,,,Vacaciones reprogramadas,"Has estado queriendo ir de vacaciones de verano a Europa durante algunos años. Reprogramaste tu viaje desde el verano pasado hasta el verano que viene, pero te preocupa que el COVID se propague de nuevo y te impida ir por fin. Decides esperar pacientemente, y siempre puede reprogramar de nuevo si es necesario. ",,¿Te preocupa que el COVID vaya a cancelar tu viaje?,No,,https://drive.google.com/file/d/1_6GwYbw-AzOkHQkKGOeLLpvnQXbJojTw/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/covid.jpg,1
Salud Física,,,Cancelación de concierto,"Comprastes tiquetes a un concierto y finalmente se acerca la fecha. Sin embargo, los números de COVID están aumentando en tu estado y puede que se cancele el concierto en el último momento. Aceptas esto y sabes que la banda reprogramará si es necesario.",N/A,¿Te preocupa que cancelen el concierto?,No,,https://drive.google.com/file/d/1_B3CLNZYw6j6jB-EIfyI0zEH5EdNmetw/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/concert.jpg,1
Salud Física,,,Tos después de salir,"Durante los últimos días, has empezado a tener una tos. Saliste el fin de semana pasado y te preguntas si podrías haber contraído COVID. Decides hacerte la prueba.",N/A,¿Es tu tos una señal definitiva de COVID?,No,,https://drive.google.com/file/d/14wxdQT03SW3H6H1dQsVqj2B6s1GhUSY7/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/coughed.jpg,1
Salud Física,Vida Familiar y Doméstica,Salud Mental,Ruido repentino,"Estás caminando hacia el trabajo cuando de repente escuchas un ruido detrás de ti. Cuando giras rápidamente la cabeza para ver qué es, te sientes mareado y empiezas a preocuparte de que perderás el control.","Al notar estos pensamientos, decides que podrás afrontar la situación, así que sigues caminando.",¿Permitiste que las preocupaciones afectaran tu llegada al trabajo?,No,,https://drive.google.com/file/d/1EYgCsAXuhxtIYuCSSWKugZP_JiM8jjqz/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/noise.jpg,1
Salud Física,Situaciones Sociales,,Sentirse mareado,"Has estado trabajando duro todo el día y no has comido mucho. Al levantarte de su escritorio, te sientes mareado y débil, y esto te preocupa un poco.",Decides prestar atención a las sensaciones sin juzgarlas como buenas o malas. Esto reduce tu preocupación y te hace sentir más tranquilo.,¿Disminuirá tu ansiedad si observas tus sensaciones sin juzgar?,Si,,https://drive.google.com/file/d/1DivZOcoKB52Y-av9UMmPiIogDTLacT_W/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/desk.jpg,1
Salud Física,Situaciones Sociales,,Exposure Guilt,"Después de sentir que tu garganta te duele, decides hacerte prueba de COVID. Tu pareja casi no sale para protegerse y piensas que estará enojado por una posible transmisión. Esperas que te perdóne porque contraer COVID no está completamente bajo tu control. ",N/A,¿Piensas que tu pareja se quedará enojado con tigo?,No,,https://drive.google.com/file/d/1LkohJTxupt7GsSvfr-gaezvukKm-FVKj/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/covidtest.jpg,1
Salud Física,,,Vecino sin mascarilla,Estás trabajando en la bilioteca cuando otra persona se sienta a tu lado. No llevan mascarilla y eso te hace sentir inseguro. Le dices al bibliotecario que esta persona está rompiendo las reglas.,,¿Tomas la decisión correcta de contarle al bibliotecario sobre la persona desenmascarada?,Sí,,https://drive.google.com/file/d/1nUmCRu4wnqWaowKbc8AkUMsjxFN1g9BU/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/library.jpg,1
Salud Física,Relaciones Románticas,,Manejando con una amigo,Estás en el carro con un amigo y están manejando a la velocidad límite en la carretera. Sientes mariposas en el estómago al ver los coches pasar rápidamente. Esto te hace sentir asustado.,N/A,¿Las mariposas en tu estómago te hacen sentir emocionado?,No,Si,https://drive.google.com/file/d/1Qg3RtlzGStLsvGsgkLm9QEhINOWo8MDV/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/driving.jpg,1
Salud Física,,,Despertándote mareado,"Cuando te despiertas en la mañana, te sientas rápidamente. Tu visión se vuelve borrosa y luego todo se pone negro por un momento. Tu visión regresa despues de ese momento, y te convences que te estás quedando siego. ",N/A,¿Tu visión borrosa temporariamente significa que te estás quedando siego?,No,,https://drive.google.com/file/d/1zilnZ-Hg2NZiL6TR6YmDYtIdKcj2JFhH/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettingupquickly.jpg,1
Salud Física,,,Sin aliento,"Durante una caminata este el fin de semana, notaste que te quedabas sin aliento más rápido de lo normal. Recuerdas que el COVID afecta a los pulmones y comienzas sentir pánico. Afortunadamente, sabes que has estado usando tu mascarilla y has hecho todo lo posible para prevenir el COVID.",N/A,¿Tu dificultad para respirar está relacionada con el COVID?,No,,https://drive.google.com/file/d/1Gq5CyYWiftqddMmYJBplTFqMqYY6Ao9r/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/walk.jpg,1
Salud Física,,,Dando positivo en una prueba de enfermedad,"Unos días despues de ir a un cumpleaños con mucha gente, notas que te duele la garganta. Te haces una prueba de una enfermedad seria y sale positiva. Has tenido mucho cuidado debido a tus condiciones de salud subyacentes. Piensas en cómo afectará tu salúd y crees que podrás manejar los desafíos a medida que se presenten.",N/A,¿Podrás recuperarte de la enfermedad?,Si,,https://drive.google.com/file/d/1swyXz0EX1z3WGXTnVs4rB7-lSbq05V5E/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/covid19.jpg,1
Salud Física,,,Dolor de cabeza en la oficina médica,"Estás en el doctor y te preguntan si tienes algún síntoma de COVID. Mencionan los dolores de cabeza como un posible síntoma, algo que has estado sintiendo pero no reconociste como un problema, y eso te asusta porque recuerdas lo enfermos que se pusieron tus amigos con COVID. Recuerdas que puedes enfocarte en tu salud y descansar hasta que te sientas mejor.",N/A,¿Tu dolor de cabeza significa que te pondrás tan enfermo como tus amigos?,No,,https://drive.google.com/file/d/1E_zU43NdPQrQs_EbbgIeOVJr1IAQ1b_O/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/drsymptoms.jpg,1
